url,netname,Creation_day,Update_day,Expiration_day,Expiration_Creation_day,ttl,len_domain,len_path,len_parameter,len_tld,'%','$','=','@','?','&','#','.','_','-',';','{','}','[',']','|','+','*',uppercase,digit_ratio,consonant_vowel,https,file_extension,url_shortening
http://gshawcross.org,,,,,,Error: The DNS query name does not exist: gshawcross.org.,14,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.76923,0,0,0
http://myslqoapz.co.uk,,,,,,Error: The DNS query name does not exist: myslqoapz.co.uk.,15,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.69231,0,0,0
http://fr-service-espaceclientv3orangefridcontrat3346529pagenec.holismo.com.br/3Z56E7RTIUJFHRZZET/67867907ONYTBDGFSQ4Z5E6DX/Z5E6R7TUITTBHESRCFGGTE65D/5657689O7NITUR6EG5FSTRDF/Oran/da193fcf2b3c80b417d103e12697eb10/,,6176,142,33,6209,Error: The DNS query name does not exist: fr-service-espaceclientv3orangefridcontrat3346529pagenec.holismo.com.br.,71,135,0,6,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0.29577,0.2723,0.63793,0,0,0
http://messages-safety-your.atspace.cc,BG-ZETTA,4710,356,38,4749,3600,31,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0.62963,0,0,0
http://webapss.paypal.de.signin.yabse.net,,,,,,Error: The DNS query name does not exist: webapss.paypal.de.signin.yabse.net.,34,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.65517,0,0,0
http://pythogenic-hoses.000webhostapp.com,AWEX-CLOUD-000WEBHOST-1,2812,735,1204,4017,60,34,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.07317,0.67857,0,0,0
http://mipichincha10.webcindario.com,MIARROBA-NET,8363,333,1497,9861,81505,29,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.05556,0.6,0,0,0
http://malhotra-gallery.com/gallery/wp-content/themes/remax/,,,,,,Error: The DNS query name does not exist: malhotra-gallery.com.,20,33,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0.66667,0,0,0
http://management-applymerchant.com,,,,,,Error: The DNS query name does not exist: management-applymerchant.com.,28,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.69231,0,0,0
http://lnk.co/oiuiu?m1925420432ie?cesare.camboni@poste.it,CLOUDFLARENET,4892,139,220,5113,300,6,6,37,2,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.17544,0.8,0,0,0
http://verifvk.xyz,,,,,,Error: The DNS query name does not exist: verifvk.xyz.,11,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
http://www.naylorantiques.com/OIZQPLQP/,,9396,490,99,9496,Error: The DNS query name does not exist: www.naylorantiques.com.,22,10,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.20513,0,0.65,0,0,0
http://unilife.co.th,INET-TH,,,,,300,13,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.54545,0,0,0
http://www.bioesteticadrgutierrez.cl/wp-content/plugins/ipad/ipad/,,,,,,3600,29,30,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.62963,0,0,0
http://www.eu-id3.com/identify-customer=L4VVKtJYRELxi9kYcnuS78giOHWqyiyGEGI7M3JaDW4SVPgRDcuOboKJM3BsFEf4ZBhLSPKxpIYVLM2uwjB57SnFRRqys9wZEW07/,,,,,,Error: The DNS query name does not exist: www.eu-id3.com.,14,120,0,3,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0.37589,0.11348,0.6,0,0,0
http://18846846874646-verify.net,,,,,,Error: The DNS query name does not exist: 18846846874646-verify.net.,25,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.4375,0.66667,0,0,0
http://grupoarcsi.com,,,,,,Error: The DNS query name does not exist: grupoarcsi.com.,14,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.61538,0,0,0
http://www.spg-pneus.com/skyfall/d4f311b0269cc100ba67c823e20fd65f/,,6001,187,208,6210,Error: The DNS query name does not exist: www.spg-pneus.com.,17,42,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.30303,0.78571,0,0,0
http://negociandoinmuebles.com,,,,,,Error: The DNS query name does not exist: negociandoinmuebles.com.,23,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.54545,0,0,0
http://www.navsarifinder.in/wp-includes/fonts/Googelpagenew33/,,,,,,Error: The DNS query name does not exist: www.navsarifinder.in.,20,35,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0.01613,0.03226,0.66667,0,0,0
http://pastehtml.com/view/bg06aw6j3.html,DIGITALOCEAN-159-203-0-0,5474,10,369,5844,1800,13,20,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.75,0,1,0
http://alertserviciewellsfargoauth8.000webhostapp.com,AWEX-CLOUD-000WEBHOST-1,2812,735,1204,4017,60,46,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.07547,0.625,0,0,0
http://itvertical.com,AT-88-Z,1946,513,245,2192,60,14,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.61538,0,0,0
http://service-sevenuao.org,,,,,,Error: The DNS query name does not exist: service-sevenuao.org.,20,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify6.id8-eu.co.uk/identify-customer=Ear2GwbDeSjQzq6QSIWzYes5zqDxh85FqlWDe4JvanaX7MmQ0NplNzGYRhcUolC2DkNbDJHCVMKZhC1EeMSrEiNOpWZEP1Wjt65T/,,,,,,Error: The DNS query name does not exist: appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify6.id8-eu.co.uk.,73,120,0,5,0,0,1,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0.24,0.075,0.58621,0,0,0
http://pastehtml.com/view/bdkulxy76.html,DIGITALOCEAN-159-203-0-0,5474,10,369,5844,1800,13,20,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.05,0.75,0,1,0
http://singhaniawires.com,GO-DADDY-COM-LLC,3432,366,585,4018,600,18,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.58824,0,0,0
http://imageplayphoto.com,,,,,,Error: The DNS query name does not exist: imageplayphoto.com.,18,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.58824,0,0,0
http://gysamoon.tk,,,,,,Error: The DNS query name does not exist: gysamoon.tk.,11,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0
http://www.korskyrkanorebro.se/alinew/inq.html,SQUARESPACE,7085,192,220,7305,300,23,16,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.71429,0,1,0
http://paypal-kundencenter.com,,,,,,Error: The DNS query name does not exist: paypal-kundencenter.com.,23,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.66667,0,0,0
http://pastehtml.com/view/bdh3c9eyv.html,DIGITALOCEAN-159-203-0-0,5474,10,369,5844,1796,13,20,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.05,0.75,0,1,0
http://alkaramseo.com,LAYER-HOST,2922,6,365,3288,600,14,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.53846,0,0,0
http://update-accounte.strikefighterconsultinginc.com,,4736,258,377,5114,Error: The DNS query name does not exist: update-accounte.strikefighterconsultinginc.com.,46,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.62791,0,0,0
http://www.apple.id.nwcloud-app.com/apple/,,,,,,Error: The DNS query name does not exist: www.apple.id.nwcloud-app.com.,28,7,0,3,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0.69565,0,0,0
http://60l3j5wg.myutilitydomain.com,,5198,84,280,5479,Error: The DNS query name does not exist: 60l3j5wg.myutilitydomain.com.,28,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11429,0.68182,0,0,0
http://web-khalkruezye.com,,,,,,Error: The DNS query name does not exist: web-khalkruezye.com.,19,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.64706,0,0,0
http://advance-group-2017.tk,,,,,,Error: The DNS query name does not exist: advance-group-2017.tk.,21,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0.14286,0.64286,0,0,0
http://sonicelevatorltd.com,,,,,,Error: The DNS query name does not exist: sonicelevatorltd.com.,20,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.63158,0,0,0
http://pakistantanners.org,NCNET-4,8120,84,280,8401,14400,19,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.66667,0,0,0
http://appidmsa-en-ca.com,,,,,,Error: The DNS query name does not exist: appidmsa-en-ca.com.,18,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
http://soulsinsynch.com,,,,,,Error: The DNS query name does not exist: soulsinsynch.com.,16,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.73333,0,0,0
http://publicaredicto.com,CLOUDFLARENET,3776,126,241,4018,300,18,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.58824,0,0,0
http://endrocrinologydiabetes.com,,,,,,Error: The DNS query name does not exist: endrocrinologydiabetes.com.,26,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
http://itunesconnect.apple.com-webobjects-itunesconnect.woa.archiefvernietigen.nu,XLIS-VPS,4368,350,15,4383,1000,74,0,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0.59701,0,0,0
http://roaneink.com,,,,,,Error: The DNS query name does not exist: roaneink.com.,12,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.54545,0,0,0
http://clickandbuy.elaine-asp.de/go/503147e3/7ftajglq,,,,,,Error: The DNS query name does not exist: clickandbuy.elaine-asp.de.,25,21,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.15094,0.59091,0,0,0
http://arangnarang.com/bbs/data/wwwPayPalcom9138/index.php?cmd=_login-submit&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c25fe4a05bcb33bff68c4fe49456517e3e,,,,,,Error: The DNS query name does not exist: arangnarang.com.,15,36,95,3,0,0,2,0,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0.01299,0.25974,0.64286,0,0,0
http://1-configurazione-supporto-apple.store-contatta.bimabn.com/c/Apple-id/9cc252560ac8037717b7ea87ce1e7474/,,,,,,Error: The DNS query name does not exist: 1-configurazione-supporto-apple.store-contatta.bimabn.com.,57,45,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0.00917,0.21101,0.59184,0,0,0
http://protection800000.000webhostapp.com,AWEX-CLOUD-000WEBHOST-1,2812,735,1204,4017,60,34,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.21951,0.65217,0,0,0
http://332818-de-prob-sicherheit-validierung.sicherheitshilfe-schutz.ml,,,,,,Error: The DNS query name does not exist: 332818-de-prob-sicherheit-validierung.sicherheitshilfe-schutz.ml.,64,0,0,2,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0.08451,0.64706,0,0,0
http://pastehtml.com/view/bbnwhoq5d.html,DIGITALOCEAN-159-203-0-0,5474,10,369,5844,1800,13,20,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.025,0.75,0,1,0
