url,Creation_day,Update_day,Expiration_day,Expiration_Creation_day,ttl,len_domain,len_path,len_parameter,len_tld,'%','$','=','@','?','&','#','.','_','-',';','{','}','[',']','|','+','*',uppercase,digit_ratio,consonant_vowel,https,file_extension,url_shortening
http://babaci.fr/index.php?view=category&id=25:the-project&option=com_content&Itemid=45,,,,,Error: The DNS query name does not exist: babaci.fr.,9,10,60,2,0.0,0.0,4.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01149,0.04598,0.625,0,0,0
http://www.creuzadema.net/quattro-soldi-di-dignita-e-quattro-mani-per-scrivere,6112.0,325.0,827.0,6940.0,3600,18,53,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0,0,0
http://sohacogroup.com.vn/index.php?option=com_virtuemart&Itemid=128&page=shop.browse&category_id=42,,,,,300,18,10,64,6,0.0,0.0,4.0,0.0,1.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.625,0,0,0
http://neues-atelierhaus-panzerhalle.de/veranstaltungen/venueevents/16-semmer-berlin.html,,,,,3600,32,50,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02247,0.51724,0,1,0
http://www.sri-lanka-reisen.eu/galerie/5-sri-lanka/detail/192-polonnaruwanew1.html?tmpl=component&phocadownload=1,,,,,600,23,52,30,2,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0531,0.57895,0,0,0
http://www.lebensmittel-ueberwachung.de/index.php/aktuellessmart/4-presse/936-lebensmittelueberwachung-hygieneschulung-statt-pranger,,,,,Error: The DNS query name does not exist: www.lebensmittel-ueberwachung.de.,32,93,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303,0.65517,0,0,0
http://holyland68.com/index.php/tin-tuc/bao-chi/17-ha-thanh-quay-cuong-trong-bao-rock?format=pdf,,,,,Error: The DNS query name does not exist: holyland68.com.,14,64,10,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04167,0.72727,0,0,0
http://www.masnutricion.cl/nutri/index.php?option=com_content&view=category&layout=blog&id=30&Itemid=29,,,,,300,19,16,60,2,0.0,0.0,5.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00971,0.03883,0.70588,0,0,0
http://www.tagrijn-emma.nl/index.php?option=com_virtuemart&page=shop.browse&manufacturer_id=20&Itemid=3,,,,,172800,19,10,66,2,0.0,0.0,4.0,0.0,1.0,3.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00971,0.02913,0.75,0,0,0
http://wandern-in-griechenland.de/fotogalerie/chios-lesbos/dodekanes-2?page=7&catpage=1,,,,,86400,26,37,16,2,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03448,0.65217,0,0,0
http://mygerman.info/index.php?option=com_content&view=category&id=49:2009-07-04-15-12-25&Itemid=69&layout=default,5319.0,208.0,159.0,5479.0,Error: All nameservers failed to answer the query mygerman.info. IN A: Server 210.220.163.82 UDP port 53 answered SERVFAIL; Server 219.250.36.130 UDP port 53 answered SERVFAIL,13,10,83,4,0.0,0.0,5.0,0.0,1.0,4.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00877,0.15789,0.66667,0,0,0
http://www.kristall-zell.at/index.php/de/preise.html,,,,,86400,20,25,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76471,0,1,0
http://www.custi-animale.ro/login/autentificare,,,,,14400,20,20,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58824,0,0,0
http://www.schybirockt.ch/aboutus/ok-2010.html,,,,,Error: The DNS query name does not exist: www.schybirockt.ch.,18,21,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08696,0.875,0,1,0
http://www.1euro-hosting.eu/services-we-offer/print.html,,,,,300,20,29,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01786,0.5625,0,1,0
http://www.ksv-oestringen.de/index.php?option=com_content&view=article&id=288:bezirksmeisterschaften-reilingen&catid=1:aktuelle-nachrichten&Itemid=2,,,,,3600,21,10,109,2,0.0,0.0,5.0,0.0,1.0,4.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00676,0.03378,0.72222,0,0,0
http://www.prosenior.ch/index.php?option=com_content&view=article&id=192:cours-a-the-sujets-divers-&catid=34&Itemid=8,,,,,Error: All nameservers failed to answer the query www.prosenior.ch. IN A: Server 210.220.163.82 UDP port 53 answered SERVFAIL; Server 219.250.36.130 UDP port 53 answered SERVFAIL,16,10,83,2,0.0,0.0,5.0,0.0,1.0,4.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00855,0.05128,0.71429,0,0,0
http://www.masseny.de/index.php?option=com_phocagallery&view=detail&catid=4:meersburg-2009&id=167:pic0133&tmpl=component&Itemid=39,,,,,47251,14,10,98,2,0.0,0.0,6.0,0.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00769,0.10769,0.75,0,0,0
http://www.2ndtimedesigns.com/mailto/component?link=4894d5279f9fc25bae04d6cc187478f25cf0c9bb,6317.0,256.0,622.0,6940.0,14400,22,17,45,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27174,0.73684,0,0,0
http://www.sidecocarrelli.it/web/administrator/index.php?option=com_content&sectionid=5&task=edit&cid[]=49,,,,,Error: The DNS query name does not exist: www.sidecocarrelli.it.,21,28,49,2,0.0,0.0,4.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0283,0.63158,0,0,0
http://www.honarcinema.com/index.php?option=com_content&view=article&id=4282:------audrey-tautou-cannesjpg---------------------------imdb------audrey-justi&catid=37:2011-03-13-03-51-51&Itemid=87,,,,,Error: The DNS query name does not exist: www.honarcinema.com.,19,10,157,3,0.0,0.0,5.0,0.0,1.0,4.0,0.0,3.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00515,0.1134,0.64706,0,0,0
http://www.niniscafe.de/index.php/oeffnungszeiten,,,,,Error: The DNS operation timed out after 5.004680156707764 seconds,16,26,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64286,0,0,0
http://www.medicalpost.gr/index.php?option=com_content&view=category&layout=blog&id=36&Itemid=91,,,,,Error: The DNS operation timed out after 5.003231763839722 seconds,18,10,60,2,0.0,0.0,5.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01042,0.04167,0.75,0,0,0
http://www.ricardoitalo.com.br/portal/index.php?option=com_bibliadigital&id=6529&view=all&livro=7&capitulo=1&filter_search=&versiculo=19&Itemid=95,,,,,Error: The DNS query name does not exist: www.ricardoitalo.com.br.,23,17,98,6,0.0,0.0,8.0,0.0,1.0,7.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00685,0.06849,0.65,0,0,0
http://www.rotaflow.ca/index.php?option=com_content&view=article&id=20&Itemid=76,6783.0,573.0,156.0,6939.0,140,15,10,47,2,0.0,0.0,4.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.05,0.69231,0,0,0
http://www.radiovillage.eu/index.php/rvcommunity/forum/faq.html,,,,,Error: The DNS query name does not exist: www.radiovillage.eu.,19,37,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52941,0,1,0
http://www.photoremote.de/de/faq/5-Anwendungen,,,,,300,18,21,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02174,0.02174,0.625,0,0,0
http://www.casasyapartamentosvacacionalesenmargarita.com/index.php?option=com_content&view=category&layout=blog&id=35&Itemid=55&lang=es,,,,,Error: The DNS query name does not exist: www.casasyapartamentosvacacionalesenmargarita.com.,49,10,68,3,0.0,0.0,6.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00741,0.02963,0.59574,0,0,0
